Country.x,State.Region,City,Meetup,Twitter,Email,Facebook,Instagram,Periscope,Youtube,GitHub,Website,Slack,Organizers,Status,Country.y,City.y,Region.x,Population.x,Latitude.x,Longitude.x,Country.x.x,City.y.y,Region.y,Population.y,Latitude.y,Longitude.y,Country.y.y,City.y.y.y,Region,Population,Latitude,Longitude
Croatia,NA,Zagreb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ana Jankovic, Maja Kuzman",Prospective,ba,zagreb,01,NA,44.7008333,16.6844444,ba,zagreb,01,NA,44.7008333,16.6844444,ba,zagreb,01,NA,44.7008333,16.6844444
Denmark,NA,Aarhus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Belén Jiménez, Sara Tomiolo",Prospective,dk,aarhus,18,NA,56.153423,10.225530000000001,dk,aarhus,18,NA,56.153423,10.225530000000001,dk,aarhus,18,NA,56.153423,10.225530000000001
Denmark,NA,Copenhagen,https://www.meetup.com/rladies-copenhagen/,https://twitter.com/RLadiesCPH,copenhagen@rladies.org,NA,NA,NA,NA,NA,NA,NA,"Kristina Gregorio, Diana Lucatero",Active,dk,copenhagen,17,1089958,55.666667000000004,12.583333,dk,copenhagen,17,1089958,55.666667000000004,12.583333,dk,copenhagen,17,1089958,55.666667000000004,12.583333
Dominican Republic,NA,Santo Domingo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lissette Rodriguez,Prospective,ar,santo domingo,01,NA,-36.710136999999996,-57.585696,ar,santo domingo,01,NA,-36.710136999999996,-57.585696,ar,santo domingo,01,NA,-36.710136999999996,-57.585696
Ecuador,NA,Puerto Ayora,https://www.meetup.com/rladies-galapagos-islands/,https://twitter.com/RLadiesGps,galapagos@rladies.org,NA,NA,NA,NA,https://github.com/rladies/meetup-presentations_galapagos-islands,NA,NA,Denisse Fierro Arcos,Active,ec,puerto ayora,01,8996,-0.75,-90.3166667,ec,puerto ayora,01,8996,-0.75,-90.3166667,ec,puerto ayora,01,8996,-0.75,-90.3166667
Ecuador,NA,Guayaquil,https://www.meetup.com/rladies-guayaquil/,https://twitter.com/RLadiesGye,guayaquil@rladies.org,NA,NA,NA,NA,https://github.com/rladies/meetup-presentations_guayaquil,NA,NA,"Zulemma Bazurto, Diana Minda",Active,co,guayaquil,02,NA,6.25,-75.583333,co,guayaquil,02,NA,6.25,-75.583333,co,guayaquil,02,NA,6.25,-75.583333
Ecuador,NA,Quito,https://www.meetup.com/rladies_quito/,https://twitter.com/RLadiesQuito,quito@rladies.org,NA,NA,NA,NA,https://github.com/rladies/meetup-presentations_quito,NA,https://rladies-quito.slack.com/,"Elena Chicaiza, Carolina Cañizares, Rosi Bolaños",Active,ao,quito,15,NA,-6.383333,15.3,ao,quito,15,NA,-6.383333,15.3,ao,quito,15,NA,-6.383333,15.3
Estonia,NA,Tallinn,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Merilin Paas,Prospective,ee,tallinn,01,394023,59.4338889,24.7280556,ee,tallinn,01,394023,59.4338889,24.7280556,ee,tallinn,01,394023,59.4338889,24.7280556
Ethiopia,NA,Addis Ababa,https://www.meetup.com/rladies-addis-ababa/,https://twitter.com/RLadiesAddis,addisababa@rladies.org,NA,NA,NA,NA,NA,https://r-ladies-addis.github.io/rladies-addis/,NA,Margareth Gfrerer,Active,et,addis ababa,44,NA,9.024325,38.749226,et,addis ababa,44,NA,9.024325,38.749226,et,addis ababa,44,NA,9.024325,38.749226
Ethiopia,NA,Wolkite,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mekdes Dessie Assena,Prospective,et,wolkite,54,NA,8.283333,37.783333,et,wolkite,54,NA,8.283333,37.783333,et,wolkite,54,NA,8.283333,37.783333
Finland,NA,Helsinki,https://www.meetup.com/rladies-helsinki/,https://twitter.com/RLadiesHelsinki,helsinki@rladies.org,NA,NA,NA,NA,https://github.com/rladies/meetup-presentations_helsinki,NA,NA,"Suvi Vasama, Eija-Leena Koponen",Active,fi,helsinki,13,558457,60.17555600000001,24.934167000000002,fi,helsinki,13,558457,60.17555600000001,24.934167000000002,fi,helsinki,13,558457,60.17555600000001,24.934167000000002
France,NA,Lyon,https://www.meetup.com/rladies-lyon/,https://twitter.com/RLadiesLyon,lyon@rladies.org,NA,NA,NA,NA,https://github.com/rladies/meetup-presentations_lyon,NA,NA,"Shama Virani, Hannah Lennon, Citadel Cabasag, Nada Assi, Florence Guida",Active,ag,lyon,06,NA,17.05,-61.7333333,ag,lyon,06,NA,17.05,-61.7333333,ag,lyon,06,NA,17.05,-61.7333333
France,NA,Montpellier,https://www.meetup.com/rladies-montpellier/,https://twitter.com/RLadiesMontpel,montpellier@rladies.org,NA,NA,NA,NA,NA,NA,NA,"Cécile Sauder, Criscely Luján",Active,fr,montpellier,A9,238887,43.61092,3.8772300000000004,fr,montpellier,A9,238887,43.61092,3.8772300000000004,fr,montpellier,A9,238887,43.61092,3.8772300000000004
France,NA,Paris,https://www.meetup.com/rladies-paris/,https://twitter.com/RLadiesParis,paris@rladies.org,https://www.facebook.com/groups/1771828013098557/,NA,NA,NA,https://github.com/rladies-paris/,NA,NA,"Diane Beldame, Christina Bergmann, Sarah Hosking, Stéphanie Terrasse",Active,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
France,NA,Strasbourg,https://www.meetup.com/rladies-strasbourg/,https://twitter.com/RLadiesStras,strasbourg@rladies.org,NA,NA,NA,NA,https://github.com/rladies/meetup-presentations_strasbourg,NA,NA,Rita Giordano,Active,be,strasbourg,07,NA,50.25,5.383333,be,strasbourg,07,NA,50.25,5.383333,be,strasbourg,07,NA,50.25,5.383333
Georgia,NA,Tbilisi,https://www.meetup.com/rladies-tbilisi/,https://twitter.com/RLadiesTbilisi,tbilisi@rladies.org,https://www.facebook.com/rladiestbilisi,NA,NA,NA,https://github.com/rladies/meetup-presentations_tbilisi,NA,NA,"Liili Abuladze, Tamuna Margievi, Mariam Asatiani",Active,ge,tbilisi,19,1049516,41.725,44.790833299999996,ge,tbilisi,19,1049516,41.725,44.790833299999996,ge,tbilisi,19,1049516,41.725,44.790833299999996
Germany,NA,Berlin,https://www.meetup.com/rladies-berlin/,https://twitter.com/RLadiesBerlin,berlin@rladies.org,https://www.facebook.com/RLadiesBerlin,NA,NA,NA,https://github.com/rladies/meetup-presentations_berlin,NA,https://rstats-germany.slack.com/,"Christin Zasada, Noa Tamir, Hannah Tillmann",Active,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Germany,Hessen,Frankfurt,https://www.meetup.com/rladies-frankfurt/,https://twitter.com/RLadiesFRA,frankfurt@rladies.org,NA,NA,NA,NA,https://github.com/rladies/meetup-presentations_frankfurt,NA,NA,"Sandra Pintor, Myriam Traub, Lara Vivian, Natalie Filmann",Active,de,frankfurt,02,NA,49.683333000000005,10.533333,de,frankfurt,02,NA,49.683333000000005,10.533333,de,frankfurt,02,NA,49.683333000000005,10.533333
Germany,NA,Freiburg,https://www.meetup.com/rladies-freiburg/,https://twitter.com/RLadiesFreiburg,freiburg@rladies.org,NA,NA,NA,NA,https://github.com/rladies/meetup-presentations_freiburg,NA,NA,"Divya Seernani, Elisa Schneider",Active,ch,freiburg,06,NA,46.79572,7.154748,ch,freiburg,06,NA,46.79572,7.154748,ch,freiburg,06,NA,46.79572,7.154748
Germany,NA,Goettingen,NA,https://twitter.com/RLadiesGoe,goettingen@rladies.org,NA,NA,NA,NA,NA,NA,NA,"Annika Ziereis, Lena Ackermann, Friederike Schütte, Lara Schleifenbaum",Prospective,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Germany,NA,Heidelberg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Anna Stepanova,Prospective,au,heidelberg,07,NA,-37.75,145.066667,au,heidelberg,07,NA,-37.75,145.066667,au,heidelberg,07,NA,-37.75,145.066667
Germany,NA,Leipzig,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Deisy Gysi,Prospective,de,leipzig,13,492637,51.3,12.333333,de,leipzig,13,492637,51.3,12.333333,de,leipzig,13,492637,51.3,12.333333
Germany,NA,Marburg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Glenda Mendieta,Prospective,au,marburg,04,NA,-27.566090000000003,152.597046,au,marburg,04,NA,-27.566090000000003,152.597046,au,marburg,04,NA,-27.566090000000003,152.597046
Germany,NA,Munich,https://www.meetup.com/rladies-munich/,https://twitter.com/RLadiesMunich,munich@rladies.org,https://www.facebook.com/RLadiesMunich/,NA,NA,NA,https://github.com/rladies/meetup-presentations_munich,NA,NA,"Daloha Rodriguez-Molina, Pamela Raquel Matias Garcia, Dan Huang, Choi Wai Maggie Chak",Active,de,munich,02,1246133,48.15,11.5833,de,munich,02,1246133,48.15,11.5833,de,munich,02,1246133,48.15,11.5833
Germany,NA,Münster,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Iris Morgenstern, Thi Sam To",Prospective,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Germany,NA,Stuttgart,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Paula Gonzalez,Prospective,de,stuttgart,01,591688,48.766667,9.183333,de,stuttgart,01,591688,48.766667,9.183333,de,stuttgart,01,591688,48.766667,9.183333
Greece,NA,Athens,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Evangelia Balatsou,Prospective,gr,athens,35,729139,37.9833333,23.7333333,gr,athens,35,729139,37.9833333,23.7333333,gr,athens,35,729139,37.9833333,23.7333333
Hong Kong,NA,Hong Kong,https://www.meetup.com/rladies-hong-kong/,NA,hongkong@rladies.org,NA,NA,NA,NA,NA,NA,NA,Gabriela Mourão,Retired on 29-09-2019,hk,hong kong,00,NA,22.283333300000002,114.15,hk,hong kong,00,NA,22.283333300000002,114.15,hk,hong kong,00,NA,22.283333300000002,114.15
Hungary,NA,Budapest,https://www.meetup.com/rladies-budapest/,https://twitter.com/RLadiesBudapest,budapest@rladies.org,https://www.facebook.com/RLadiesBudapest/,NA,NA,NA,https://github.com/rladies/meetup-presentations_budapest,NA,NA,"Ágnes Salánki, Eszter Windhager-Pokol, Zsuzsanna Szabó, Rita Klein, Berta Böjte, Gerda Lukácsné Szabó",Active,hu,budapest,05,1708088,47.5,19.083333,hu,budapest,05,1708088,47.5,19.083333,hu,budapest,05,1708088,47.5,19.083333
India,Delhi,New Delhi,https://www.meetup.com/rladies-new-delhi/,https://twitter.com/newdelhirladies,newdelhi@rladies.org,https://www.facebook.com/RLadies-Delhi-111066293606859,NA,NA,NA,NA,NA,NA,"Anukriti Gupta, Riya Gupta",Active,in,new delhi,07,10928270,28.6,77.2,in,new delhi,07,10928270,28.6,77.2,in,new delhi,07,10928270,28.6,77.2
India,Karnataka,B G Nagar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Divya Gowda,Prospective,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
India,Karnataka,Bangalore,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Aparna Bindu, Muthumari S, Diksha Chawla, Pragati Parikh, Smruthi R, Shefali Lokesh, Radha Subramanian, Dincy Mariyam",Prospective,in,bangalore,19,4931603,12.983333,77.583333,in,bangalore,19,4931603,12.983333,77.583333,in,bangalore,19,4931603,12.983333,77.583333
India,Maharashtra,Mumbai,https://www.meetup.com/rladies-mumbai,NA,mumbai@rladies.org,NA,NA,NA,NA,NA,NA,NA,"Heena Bhagat, Manasi Mahadik",Active,in,mumbai,16,NA,18.975,72.82583299999999,in,mumbai,16,NA,18.975,72.82583299999999,in,mumbai,16,NA,18.975,72.82583299999999
India,Maharashtra,Pune,https://www.meetup.com/rladies-pune/,https://twitter.com/RladiesPune,pune@rladies.org,NA,NA,NA,NA,https://github.com/rladies/meetup-presentations_pune,NA,NA,"Disha Patil, Saranjeet Kaur",Active,br,pune,16,NA,1.9666669999999997,-54.916667000000004,br,pune,16,NA,1.9666669999999997,-54.916667000000004,br,pune,16,NA,1.9666669999999997,-54.916667000000004
India,Tamil Nadu,Chennai,https://www.meetup.com/rladies-chennai/,https://twitter.com/RLadiesChennai,chennai@rladies.org,NA,NA,NA,NA,https://github.com/rladies/meetup-presentations_chennai,NA,NA,Praveena Mathews,Active,in,chennai,25,NA,13.083333,80.283333,in,chennai,25,NA,13.083333,80.283333,in,chennai,25,NA,13.083333,80.283333
India,Tamil Nadu,Tiruchirappalli,https://www.meetup.com/rladies-tiruchirappalli/,https://twitter.com/RLadiesTrichy,trichy@rladies.org,NA,NA,NA,NA,NA,NA,NA,Janani Selvaraj,Active,in,tiruchirappalli,25,NA,10.805,78.685556,in,tiruchirappalli,25,NA,10.805,78.685556,in,tiruchirappalli,25,NA,10.805,78.685556
India,Telangana,Hyderabad,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Varnitha Kurli Reddy, Radhika Garimella",Prospective,in,hyderabad,02,3598199,17.375278,78.47444399999999,in,hyderabad,02,3598199,17.375278,78.47444399999999,in,hyderabad,02,3598199,17.375278,78.47444399999999
India,West Bengal,Kolkata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A. Mani,Prospective,in,kolkata,28,NA,22.569722,88.369722,in,kolkata,28,NA,22.569722,88.369722,in,kolkata,28,NA,22.569722,88.369722
Indonesia,NA,Bogor,https://www.meetup.com/rladies-bogor/,NA,bogor@rladies.org,NA,NA,NA,NA,NA,NA,NA,"Sabhrina Aninta, Sheherazade, Ulfah Mardhiah",Active,id,bogor,07,NA,-6.8701,109.5954,id,bogor,07,NA,-6.8701,109.5954,id,bogor,07,NA,-6.8701,109.5954
Indonesia,NA,Jakarta,https://www.meetup.com/rladies-jakarta/,NA,jakarta@rladies.org,NA,NA,NA,NA,https://github.com/rladies/meetup-presentations_jakarta,NA,NA,Erika Siregar,Active,id,jakarta,04,8540306,-6.174444,106.829444,id,jakarta,04,8540306,-6.174444,106.829444,id,jakarta,04,8540306,-6.174444,106.829444
Ireland,NA,Dublin,https://www.meetup.com/rladies-dublin/,https://twitter.com/RLadiesDublin,dublin@rladies.org,NA,NA,NA,NA,https://github.com/rladies/meetup-presentations_dublin,NA,NA,Jo Nie_,Active,au,dublin,05,NA,-34.45,138.35,au,dublin,05,NA,-34.45,138.35,au,dublin,05,NA,-34.45,138.35
Israel,NA,Tel Aviv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ayala Allon,Prospective,il,tel aviv,05,NA,32.066666999999995,34.766667,il,tel aviv,05,NA,32.066666999999995,34.766667,il,tel aviv,05,NA,32.066666999999995,34.766667
Italy,NA,Bari,https://www.meetup.com/rladies-bari/,https://twitter.com/RladiesBari,bari@rladies.org,https://www.facebook.com/rladiesbari/,NA,NA,NA,https://github.com/rladies/meetup-presentations_bari,NA,NA,"Giovanna de Vincenzo, Francesca Lamontanara",Active,af,bari,18,NA,34.035244,70.629364,af,bari,18,NA,34.035244,70.629364,af,bari,18,NA,34.035244,70.629364
Italy,NA,Bolzano,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Damia Noce,Prospective,it,bolzano,06,NA,45.971389,13.390832999999999,it,bolzano,06,NA,45.971389,13.390832999999999,it,bolzano,06,NA,45.971389,13.390832999999999
Italy,NA,Milan,https://www.meetup.com/rladies-milan/,https://twitter.com/RLadiesMilan,milan@rladies.org,NA,NA,NA,NA,https://github.com/rladies/meetup-presentations_milan,NA,NA,Parvaneh Shafiei,Active,af,milan,36,NA,33.609241,69.322934,af,milan,36,NA,33.609241,69.322934,af,milan,36,NA,33.609241,69.322934
Italy,NA,Palermo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Micaela Arcaio,Prospective,ar,palermo,07,NA,-34.585032,-58.420094999999996,ar,palermo,07,NA,-34.585032,-58.420094999999996,ar,palermo,07,NA,-34.585032,-58.420094999999996
Italy,NA,Pisa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nicoletta Simi,Prospective,co,pisa,27,NA,8.667194,-74.705403,co,pisa,27,NA,8.667194,-74.705403,co,pisa,27,NA,8.667194,-74.705403
Italy,NA,Trento,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Teresa Del Bianco,Prospective,it,trento,17,106703,46.066666999999995,11.133333,it,trento,17,106703,46.066666999999995,11.133333,it,trento,17,106703,46.066666999999995,11.133333
Italy,NA,Trieste,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Jana Hasenäcker,Prospective,co,trieste,26,NA,7.033333,-73.716667,co,trieste,26,NA,7.033333,-73.716667,co,trieste,26,NA,7.033333,-73.716667
Japan,NA,Okinawa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Margaret Mars Brisbin,Prospective,jp,okinawa,47,125485,26.335833,127.80138899999999,jp,okinawa,47,125485,26.335833,127.80138899999999,jp,okinawa,47,125485,26.335833,127.80138899999999
Kenya,NA,Nairobi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Muthoni Wanyoike, Shelmith Kariuki, Carolyne Adhiambo Ogutu",Prospective,ke,nairobi,05,2750561,-1.2833333,36.8166667,ke,nairobi,05,2750561,-1.2833333,36.8166667,ke,nairobi,05,2750561,-1.2833333,36.8166667
Kenya,NA,Nakuru,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Immaculate Kathomi,Prospective,ke,nakuru,08,259934,-0.2833333,36.0666667,ke,nakuru,08,259934,-0.2833333,36.0666667,ke,nakuru,08,259934,-0.2833333,36.0666667
Lebanon,NA,Beirut,NA,https://twitter.com/RLadiesBEY,beirut@rladies.org,NA,NA,NA,NA,NA,NA,NA,Sondos Atwi,Prospective,lb,beirut,04,1252010,33.8719444,35.5097222,lb,beirut,04,1252010,33.8719444,35.5097222,lb,beirut,04,1252010,33.8719444,35.5097222
Luxembourg,NA,Luxembourg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Claudia Albanese, Irma Karabegovic",Prospective,lu,luxembourg,03,NA,49.6116667,6.13,lu,luxembourg,03,NA,49.6116667,6.13,lu,luxembourg,03,NA,49.6116667,6.13
Malaysia,NA,Kuala Lumpur,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Anuradha Yerukola,Prospective,my,kuala lumpur,14,1453978,3.166667,101.7,my,kuala lumpur,14,1453978,3.166667,101.7,my,kuala lumpur,14,1453978,3.166667,101.7
Mexico,NA,Aguascalientes,https://www.meetup.com/rladies-aguascalientes/,NA,aguascalientes@rladies.org,NA,NA,NA,NA,NA,NA,NA,"Regina Isabel Medina, Yadira Peralta",Active,mx,aguascalientes,01,658193,21.883333,-102.3,mx,aguascalientes,01,658193,21.883333,-102.3,mx,aguascalientes,01,658193,21.883333,-102.3
Mexico,NA,Cuernavaca,https://www.meetup.com/rladies-cuernavaca/,NA,cuernavaca@rladies.org,NA,NA,NA,NA,NA,NA,NA,Joselyn Chavez,Active,co,cuernavaca,19,NA,4.110444,-72.858903,co,cuernavaca,19,NA,4.110444,-72.858903,co,cuernavaca,19,NA,4.110444,-72.858903
Mexico,NA,Mexico City,https://www.meetup.com/rladies-cdmx/,https://twitter.com/RLadiesCDMX,cdmx@rladies.org,https://www.facebook.com/rladiescdmx,NA,NA,NA,https://github.com/rladies/meetup-presentations_CDMX,NA,rladiescdmx.slack.com,"Silvia Eunice Gutiérrez de la Torre, Maria Ortiz, Mariana Carmona, Mariana Godina",Active,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mexico,NA,Monterrey,https://www.meetup.com/rladies-monterrey/,NA,monterrey@rladies.org,NA,NA,NA,NA,NA,NA,NA,"Juana Martinez, Verenice Amante",Active,cl,monterrey,06,NA,-37.266667,-72.75,cl,monterrey,06,NA,-37.266667,-72.75,cl,monterrey,06,NA,-37.266667,-72.75
Mexico,NA,Morelia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Irais Avila Eulogio. Thomai Tsiftsi,Prospective,co,morelia,01,NA,-1.166667,-72.033333,co,morelia,01,NA,-1.166667,-72.033333,co,morelia,01,NA,-1.166667,-72.033333
Mexico,NA,Pachuca,https://www.meetup.com/rladies-pachuca/,https://twitter.com/RLadiesPachuca,pachuca@rladies.org,NA,NA,NA,NA,NA,NA,NA,Yesenia Jasso Arreola,Active,mx,pachuca,13,319593,20.116667,-98.733333,mx,pachuca,13,319593,20.116667,-98.733333,mx,pachuca,13,319593,20.116667,-98.733333
Mexico,NA,Puebla,https://www.meetup.com/rladies-puebla/,NA,puebla@rladies.org,NA,NA,NA,NA,https://github.com/rladies/meetup-presentations_puebla,NA,NA,Averi Giudicessi,Active,es,puebla,07,NA,39.768240000000006,3.024598,es,puebla,07,NA,39.768240000000006,3.024598,es,puebla,07,NA,39.768240000000006,3.024598
Mexico,NA,Queretaro,https://www.meetup.com/rladies-queretaro/,https://twitter.com/RLadies_Qro,qro@rladies.org,NA,NA,https://www.pscp.tv/RLadies_Qro/,NA,https://github.com/RladiesQro,NA,r-ladiesqro.slack.com,"Driselda Patricia Sánchez Aguirre, Ana Betty Villaseñor, Azalea Reyes Aguilar",Active,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mexico,NA,Xalapa,https://www.meetup.com/rladies-xalapa/,https://twitter.com/RLadiesXalapa,xalapa@rladies.org,NA,NA,NA,NA,NA,NA,NA,Marcela Dolores Guerra Osorno,Active,mx,xalapa,30,425166,19.533333,-96.916667,mx,xalapa,30,425166,19.533333,-96.916667,mx,xalapa,30,425166,19.533333,-96.916667
Montenegro,NA,Herceg Novi,https://www.meetup.com/rladies-montenegro/,https://twitter.com/RLadiesMNE,montenegro@rladies.org,NA,NA,NA,NA,https://github.com/rladies/meetup-presentations_montenegro,NA,NA,Ivana Kecojevic,Active,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Montenegro,NA,Podgorica,https://www.meetup.com/rladies-podgorica/,NA,podgorica@rladies.org,NA,NA,NA,NA,NA,NA,NA,Elma Dervic,Active,ba,podgorica,01,NA,44.5783333,16.2063889,ba,podgorica,01,NA,44.5783333,16.2063889,ba,podgorica,01,NA,44.5783333,16.2063889
Morocco,NA,Rabat,https://www.meetup.com/rladies-rabat/,https://twitter.com/RLadiesRabat,rabat@rladies.org,NA,NA,NA,NA,NA,NA,NA,Abir Alaoui,Active,af,rabat,01,NA,36.034653000000006,70.792856,af,rabat,01,NA,36.034653000000006,70.792856,af,rabat,01,NA,36.034653000000006,70.792856
Nepal,NA,Kathmandu,https://www.meetup.com/rladies-kathmandu,https://twitter.com/RLadiesKtm,kathmandu@rladies.org,NA,NA,NA,NA,NA,NA,NA,"Prakriti Dhungana, Anupama Bishwokarma",Active,np,kathmandu,00,790612,27.7166667,85.3166667,np,kathmandu,00,790612,27.7166667,85.3166667,np,kathmandu,00,790612,27.7166667,85.3166667
Netherlands,NA,Almere,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Victoria Lopez,Prospective,nl,almere,16,186457,52.388101,5.235395,nl,almere,16,186457,52.388101,5.235395,nl,almere,16,186457,52.388101,5.235395
Netherlands,NA,Amsterdam,https://www.meetup.com/rladies-amsterdam/,https://twitter.com/RLadiesAMS,amsterdam@rladies.org,NA,NA,NA,NA,NA,NA,NA,"Tess Korthout, Janine Khuc, Iris de Vries",Active,co,amsterdam,33,NA,4.977825,-73.90324100000001,co,amsterdam,33,NA,4.977825,-73.90324100000001,co,amsterdam,33,NA,4.977825,-73.90324100000001
Netherlands,NA,Den Bosch,https://www.meetup.com/rladies-den-bosch/,NA,denbosch@rladies.org,NA,NA,NA,NA,NA,NA,NA,"Veerle van Son, Luana Gomes Sousa",Active,nl,den bosch,06,NA,51.585691,6.020055999999999,nl,den bosch,06,NA,51.585691,6.020055999999999,nl,den bosch,06,NA,51.585691,6.020055999999999
Netherlands,NA,Groningen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Suzanne Dekker,Prospective,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Netherlands,NA,Leiden,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vera Arntzen,Prospective,nl,leiden,11,116928,52.176281,4.528154,nl,leiden,11,116928,52.176281,4.528154,nl,leiden,11,116928,52.176281,4.528154
Netherlands,NA,Nijmegen,https://www.meetup.com/rladies-nijmegen/,https://twitter.com/RladiesNijmegen,nijmegen@rladies.org,NA,NA,NA,NA,NA,NA,NA,"Sara Iacozza, Eirini Zormpa",Active,nl,nijmegen,03,158707,51.833333,5.866667,nl,nijmegen,03,158707,51.833333,5.866667,nl,nijmegen,03,158707,51.833333,5.866667
Netherlands,NA,Rotterdam,https://www.meetup.com/rladies-rotterdam/,https://twitter.com/RladiesRdam,rotterdam@rladies.org,https://www.facebook.com/RLadiesRott/,NA,NA,NA,https://github.com/rladies/meetup-presentations_rotterdam,NA,NA,"Paloma Rojas, Elena He, Yalda Mohammadian, Mădălina Naghi",Active,nl,rotterdam,11,603851,51.916667,4.5,nl,rotterdam,11,603851,51.916667,4.5,nl,rotterdam,11,603851,51.916667,4.5
Netherlands,NA,Twente,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Karin Groothuis-Oudshoorn,Prospective,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Netherlands,NA,Utrecht,https://www.meetup.com/rladies-utrecht/,NA,NA,NA,NA,NA,NA,https://github.com/rladies/meetup-presentations_utrecht,NA,NA,"Annelies Kers, Dewi Koning",Active,nl,utrecht,09,267044,52.093813,5.119095,nl,utrecht,09,267044,52.093813,5.119095,nl,utrecht,09,267044,52.093813,5.119095
Netherlands,NA,Wageningen,https://www.meetup.com/rladies-wageningen/,https://twitter.com/RLadiesWage,wageningen@rladies.org,NA,NA,NA,NA,NA,NA,NA,Veronika Laine,Active,nl,wageningen,03,35080,51.973279,5.667555999999999,nl,wageningen,03,35080,51.973279,5.667555999999999,nl,wageningen,03,35080,51.973279,5.667555999999999
New Zealand,NA,Auckland,https://www.meetup.com/rladies-auckland/,https://twitter.com/RLadiesAKL,auckland@rladies.org,NA,NA,NA,NA,https://github.com/rladies/meetup-presentations_auckland,NA,NA,"Kim Fitter, Anna Martin Fergusson, Anjali Gupta",Active,nz,auckland,E7,417910,-36.866667,174.76666699999998,nz,auckland,E7,417910,-36.866667,174.76666699999998,nz,auckland,E7,417910,-36.866667,174.76666699999998
New Zealand,NA,Christchurch,https://www.meetup.com/rladies-christchurch/,NA,chch@rladies.org,NA,NA,NA,NA,NA,NA,NA,Vica Papp,Active,gb,christchurch,D6,42397,50.733333,-1.7666669999999998,gb,christchurch,D6,42397,50.733333,-1.7666669999999998,gb,christchurch,D6,42397,50.733333,-1.7666669999999998
New Zealand,NA,Nelson,https://www.meetup.com/rladies-nelson/,NA,nelson@rladies.org,NA,NA,NA,NA,NA,NA,NA,Dana Briscoe,Active,ar,nelson,21,NA,-31.26738,-60.762795999999994,ar,nelson,21,NA,-31.26738,-60.762795999999994,ar,nelson,21,NA,-31.26738,-60.762795999999994
Nigeria,NA,Abuja,https://www.meetup.com/rladies-abuja/,NA,NA,NA,NA,NA,NA,https://github.com/rladies/meetup-presentations_abuja,NA,NA,Bilikisu Wunmi Aderinto,Active,ng,abuja,11,NA,9.083333,7.533333,ng,abuja,11,NA,9.083333,7.533333,ng,abuja,11,NA,9.083333,7.533333
